date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:07:35	280265/280265	---MCZ	200	added ('OK')	text/css	etag:W/%22448e6-64e0fc95-8804379;gz%22	https://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/23e2d0k4/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/23e2d0k4/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:36	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2224d3-629f2db6-281cf10;;;%22	https://courses.ankurwarikoo.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:37:36%20GMT	http://courses.ankurwarikoo.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:37:38%20GMT	http://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/jme9r7lo/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/jme9r7lo/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:39	92564/92564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216994-629f2db6-8805fce;gz%22	https://courses.ankurwarikoo.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:39	183047/183047	---MCZ	200	added ('OK')	text/css	etag:W/%222c878-64e0fc95-70014d1;gz%22	https://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/jme9r7lo/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/jme9r7lo/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:37:39%20GMT	http://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/9lukxfue/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/9lukxfue/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:41	1524/1524	---MCZ	200	added ('OK')	text/css	etag:W/%2260b-648692d0-6c21501;gz%22	https://courses.ankurwarikoo.com/wp-content/uploads/elementor/css/post-1411.css?ver=1686541008	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/elementor/css/post-14116885.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:41	516010/516010	---MCZ	200	added ('OK')	text/css	etag:W/%227e234-64e0fc95-58004f8;gz%22	https://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/9lukxfue/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/9lukxfue/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:37:41%20GMT	http://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/2cuzkb4o/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/2cuzkb4o/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:42	159488/159488	---MCZ	200	added ('OK')	text/css	etag:W/%2228f09-64febce2-6c2150b;gz%22	https://courses.ankurwarikoo.com/wp-content/uploads/elementor/css/post-11186.css?ver=1694416098	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/elementor/css/post-1118619d8.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:43	479530/479530	---MCZ	200	added ('OK')	text/css	etag:W/%22751d8-64e0fc95-44000b7;gz%22	https://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/2cuzkb4o/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/2cuzkb4o/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:43	71098/71098	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115ba-629f2da3-500f80d;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/vendor/lodash.minf492.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:43	6475/6475	---M-Z	200	added ('OK')	application/x-javascript	etag:%22194b-629f2da3-50192cc;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:44	19142/19142	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ac6-629f2da3-500f81d;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:44	11324/11324	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c3c-629f2da3-500f815;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/vendor/react.min.js?ver=17.0.1	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/vendor/react.minbc7c.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:45	118430/118430	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ce9e-629f2da3-500f816;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/vendor/react-dom.min.js?ver=17.0.1	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/vendor/react-dom.minbc7c.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:45	1139/1139	---M-Z	200	added ('OK')	application/x-javascript	etag:%22473-629f2da3-4c0cd8a;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/escape-html.min.js?ver=00a5735837e9efe13da1d979f16a7105	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/escape-html.min7a51.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:46	10960/10960	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ad0-629f2da3-4c0cd79;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/dist/element.min.js?ver=3dfdc75a0abf30f057df44e9a39abe5b	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/dist/element.min6838.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:46	11745/11745	---M-Z	200	added ('OK')	application/x-javascript	etag:%222de1-63c69e3a-4803562;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/text-typing/assets/js/typed.min.js?ver=2.0.12	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/text-typing/assets/js/typed.min7b2b.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:47	2979/2979	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22bc6-63c69e3a-4c038ad;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/text-typing/dist/script.js?ver=1.0.3	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/text-typing/dist/script4bf4.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:47	89521/89521	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215db1-629f2da3-580e6c3;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:47	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-5ff1aaae-580e6b7;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:48	11661/11661	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d8d-63c6a51e-b400715;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/typing-text/assets/js/typed.min.js?ver=1	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/typing-text/assets/js/typed.min68b3.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:48	15055/15055	---M-Z	200	added ('OK')	application/x-javascript	etag:%223acf-64868bbd-9c00fbf;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.13.4	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mina44d.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:50	189363/189363	---MCZ	200	added ('OK')	application/json	date:Sun,%2024%20Sep%202023%2015:37:49%20GMT	https://courses.ankurwarikoo.com/wp-json/wp/v2/pages/11186	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-json/wp/v2/pages/11186.json	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:50	241506/241506	---MCZ	200	added ('OK')	application/json	date:Sun,%2024%20Sep%202023%2015:37:49%20GMT	https://courses.ankurwarikoo.com/wp-json/	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-json/index.html	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:53	858/858	---MCZ	200	added ('OK')	text/xml	date:Sun,%2024%20Sep%202023%2015:37:52%20GMT	https://courses.ankurwarikoo.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/xmlrpc0db0.php	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:54	1045/1045	---MCZ	200	added ('OK')	application/xml	etag:W/%22415-5ff1aaae-2006bb0;;;%22	https://courses.ankurwarikoo.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/wlwmanifest.xml	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:55	2439/2439	---MCZ	200	added ('OK')	application/json	date:Sun,%2024%20Sep%202023%2015:37:54%20GMT	https://courses.ankurwarikoo.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcourses.ankurwarikoo.com%2Fcommunication-ga%2F	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-json/oembed/1.0/embed2d80.json	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:37:55%20GMT	https://courses.ankurwarikoo.com/?p=11186	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/index2bd4.html	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:56	2495/2495	---MCZ	200	added ('OK')	text/xml	date:Sun,%2024%20Sep%202023%2015:37:55%20GMT	https://courses.ankurwarikoo.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcourses.ankurwarikoo.com%2Fcommunication-ga%2F&format=xml	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-json/oembed/1.0/embed9f0a	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:56	486/486	---M--	200	added ('OK')	image/png	etag:%221e6-63675031-9c09ab0;;;%22	https://courses.ankurwarikoo.com/wp-content/uploads/2021/01/cropped-cropped-Copy-of-aw-1-32x32.png	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2021/01/cropped-cropped-Copy-of-aw-1-32x32.png	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:57	2152/2152	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Nov%202022%2013:32:35%20GMT	https://courses.ankurwarikoo.com/wp-content/uploads/2021/01/cropped-cropped-Copy-of-aw-1-192x192.png	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2021/01/cropped-cropped-Copy-of-aw-1-192x192.png	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:58	2724/2724	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Nov%202022%2006:12:01%20GMT	https://courses.ankurwarikoo.com/wp-content/uploads/2021/01/cropped-cropped-Copy-of-aw-1-180x180.png	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2021/01/cropped-cropped-Copy-of-aw-1-180x180.png	(from https://courses.ankurwarikoo.com/communication-ga/)
21:07:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:37:59%20GMT	http://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/deb1cr1p/87za9.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/deb1cr1p/87za9.27.delayed	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:00	83196/83196	---MCZ	200	added ('OK')	text/css	etag:W/%2214605-64e0fc99-f25;gz%22	https://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/deb1cr1p/87za9.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/deb1cr1p/87za9.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:01	5069/5069	---M--	200	added ('OK')	image/png	etag:%2213cd-63674c67-3806a61;;;%22	https://courses.ankurwarikoo.com/wp-content/uploads/2022/10/493b0c29c3995efaa13a6ae0a0ca765e-1.png	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2022/10/493b0c29c3995efaa13a6ae0a0ca765e-1.png	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:01	18913/18913	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Feb%202023%2017:09:26%20GMT	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/logo-updated.png	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/logo-updated.png	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:02	24852/24852	---M--	200	added ('OK')	image/webp	date:Mon,%2006%20Feb%202023%2002:44:36%20GMT	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/video.jpg	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/video.jpg	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:03	34916/34916	---M--	200	added ('OK')	image/webp	date:Sun,%2006%20Nov%202022%2007:02:57%20GMT	https://courses.ankurwarikoo.com/wp-content/uploads/2022/10/9875416066955b0bd4e70a95bd6cbe3b-819x1024.jpeg	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2022/10/9875416066955b0bd4e70a95bd6cbe3b-819x1024.jpeg	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:04	1019/1019	---M-Z	200	added ('OK')	image/svg+xml	etag:%223fb-63e13cb2-429e31;gz%22	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/check-mark.svg	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/check-mark.svg	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:04	1050/1050	---M-Z	200	added ('OK')	image/svg+xml	etag:%2241a-63e2749e-41798e;gz%22	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/close-red.svg	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/close-red.svg	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:06	8940/8940	---M--	200	added ('OK')	image/png	etag:%2222ec-63e1bcf1-40f43f;;;%22	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/certificate.png	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/certificate.png	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2015:38:08%20GMT	http://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/feku3neh/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/feku3neh/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:11	18456/18456	---MCZ	200	added ('OK')	text/css	etag:W/%224824-64e0fc95-200232f;gz%22	https://courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/feku3neh/87za5.css	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/cache/wpfc-minified/feku3neh/87za5.css	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:11	10952696/10952696	---M--	200	added ('OK')	video/mp4	etag:%22a71ff8-63e299d9-429e3c;;;%22	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/Ece-Updated-Website-Video-Effective-Communication.mp4	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/Ece-Updated-Website-Video-Effective-Communication.mp4	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:12	1689/1689	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229de-63c6a51e-b4005ca;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/typing-text/assets/js/eb-animation-load.js?ver=1.2.3	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/typing-text/assets/js/eb-animation-load9632.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:13	256/256	---M--	200	added ('OK')	application/x-javascript	etag:%22348-63c6a51e-2be1;br%22	https://courses.ankurwarikoo.com/wp-content/plugins/typing-text/dist/frontend/index.js?ver=f9624730a013d1d95070	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/typing-text/dist/frontend/index04a5.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:14	10067/10067	---M--	200	added ('OK')	application/x-javascript	etag:%22a8ed-60c8a288-42b92c;br%22	https://courses.ankurwarikoo.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/js/slick.min.js?ver=1.0.7	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/js/slick.min19f6.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:14	98251/98251	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221830c-64ca1955-1010329;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/quform/cache/quform.js?ver=1690966357	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/quform/cache/quform434f.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:16	40/40	---M--	200	added ('OK')	application/x-javascript	etag:%2228-6333ef6e-7c078bd;;;%22	https://courses.ankurwarikoo.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.7.0	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script4250.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:17	273980/273980	---M-Z	200	added ('OK')	application/x-javascript	etag:%2242e3c-629f2db6-4c0b0db;gz%22	https://courses.ankurwarikoo.com/wp-content/themes/Divi/js/scripts.min.js?ver=4.17.4	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/themes/Divi/js/scripts.min0497.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:17	34624/34624	---M--	200	added ('OK')	application/x-javascript	etag:%222193f-6333ef6e-8c072e2;br%22	https://courses.ankurwarikoo.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.7.0	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts4250.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:18	3048/3048	---M-Z	200	added ('OK')	application/x-javascript	etag:%22be8-60c8a288-3805fd1;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/wow-carousel-for-divi-lite/scripts/frontend-bundle.min.js?ver=1.0.7	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/wow-carousel-for-divi-lite/scripts/frontend-bundle.min19f6.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:18	10744719/10744719	---M--	200	added ('OK')	video/mp4	etag:%22a3f38f-63e3124d-429e3f;;;%22	https://courses.ankurwarikoo.com/wp-content/uploads/2023/02/Ech-Updated-Website-Video-Effective-Communication.mp4	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/uploads/2023/02/Ech-Updated-Website-Video-Effective-Communication.mp4	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:19	898/898	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2253f-629f2db6-a028ace;gz%22	https://courses.ankurwarikoo.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.17.4	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/themes/Divi/core/admin/js/common0497.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:21	8016/8016	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f50-6333f03d-b0040c1;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.3.1	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min7923.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:22	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-64b7f998-a00197d;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/powerpack-elements/assets/lib/slick/slick.min.js?ver=2.8.3	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/powerpack-elements/assets/lib/slick/slick.minf7ff.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:22	3198/3198	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c7e-64b7f998-7c0b6a7;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/powerpack-elements/assets/lib/jquery-resize/jquery.resize.min.js?ver=0.5.3	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/powerpack-elements/assets/lib/jquery-resize/jquery.resize.min3061.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:23	5629/5629	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215fd-5ff1aaae-580ae0c;gz%22	https://courses.ankurwarikoo.com/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-includes/js/imagesloaded.mineda1.js	(from https://courses.ankurwarikoo.com/communication-ga/)
21:08:24	34445/34445	---M-Z	200	added ('OK')	application/x-javascript	etag:%22868d-64b7f998-640474f;gz%22	https://courses.ankurwarikoo.com/wp-content/plugins/powerpack-elements/assets/js/min/frontend.min.js?ver=2.8.3	C:/My%20Web%20Sites/p1/courses.ankurwarikoo.com/wp-content/plugins/powerpack-elements/assets/js/min/frontend.minf7ff.js	(from https://courses.ankurwarikoo.com/communication-ga/)
